ID,Name,Latitude,Longitude
7,Sillano,44.22433400134394,10.30159000225699
11,Arni,44.06383899986351,10.25520199933252
12,Vagli di Sotto,44.10959200313014,10.28915499992879
13,Stazzema,43.99288099849333,10.31119600031702
14,Camporgiano,44.15926999918733,10.33337300146948
15,Vergemoli,44.05316000036013,10.38078899997331
16,Pieve Fosciana,44.13197400296089,10.41046300473832
17,Barga,44.07533299392805,10.48188899876056
18,San Pellegrino in Alpe,44.18999999946514,10.4761109996737
19,Brandeglio,44.00123402696339,10.63502197806674
20,Rivoreta,44.13129100107019,10.71982600023063
21,Popiglio,44.04792019574936,10.75525349254085
22,Prunetta,44.00707478703261,10.80422585784181
23,Orsigna,44.0759627785184,10.88985172455598
24,Spedaletto,44.03890753964417,10.94798015508617
25,Castello di Sambuca,44.10553554610151,10.99493926943881
26,Treppio,44.08096426983965,11.02800063645709
27,Mercatale di Vernio,44.0452025806862,11.14788005153505
28,Barberino di Mugello,44.0010449948112,11.2385430031115
29,Firenzuola,44.1206520134889,11.38027600084427
30,Ronta,44.0057959997928,11.43205499968508
33,Pietrasanta,43.95665899797469,10.2266419990875
34,Massarosa,43.86877799665231,10.34079600484785
35,Vecchiano,43.78098801091537,10.38338698864065
36,Piazzano,43.89317965849895,10.39945680811532
37,Pescaglia,43.9673699970414,10.41220399806057
38,Vorno,43.78998499968408,10.51100500031196
39,Anchiano,43.96813499992574,10.53182499974886
40,Marlia,43.84266199279522,10.56940600026646
41,Porcari,43.8451670016526,10.61751800060708
42,Villa Basilica,43.92582599934484,10.64450299938729
43,Staffoli,43.75533299920471,10.70312999997194
44,Chiesina Uzzanese,43.8390270002968,10.71948000068206
45,Pontito,43.99769718611633,10.72280198278262
46,Casore del Monte,43.93532003289916,10.80975295673675
47,Monsummano,43.87142600367837,10.81346300020205
48,Cerreto Guidi,43.75982874774003,10.88016376017773
49,Gello,43.96058398750901,10.89307299945456
50,Porciano,43.8227810002999,10.92590700018874
51,Montale,43.93657400136043,11.01813000176337
52,Artimino,43.78211100077741,11.0360009997205
53,San Giusto in Piazzanese,43.86709199982938,11.06796100018897
54,Figline di Prato,43.92305199997151,11.09126200060931
55,Peretola,43.79558899974826,11.18193300007605
56,Legri,43.91453900130551,11.22463600017208
57,Vaglia,43.91142609268881,11.28016531124811
58,Molin del Piano,43.81135799976322,11.4002700004051
59,Vicchio,43.93261899674003,11.4671869999156
60,Rufina,43.82533299592893,11.48611100096764
61,Tosi,43.74953700070586,11.53453699984907
62,Dicomano,43.89205600658073,11.52220399503457
63,Castagno d'Andrea,43.9260880057071,11.61801899858016
64,Stia,43.798530004831,11.70926400123312
65,Borgo alla Collina,43.7489409995932,11.72594399991653
66,Badia Prataglia,43.79455586060134,11.8803145249404
67,Ca' Raffaello,43.78479200076515,12.21061800021947
68,Marina di Pisa,43.66792000049365,10.27539099867598
69,Mortaiolo,43.6071337931193,10.43729288813889
70,Putignano,43.69457200034609,10.42719699976966
71,Fauglia,43.57047809441294,10.51394765017948
72,Buti,43.72696397827378,10.58888199069386
73,Pontedera,43.66266700057432,10.63283300047657
74,Santo Pietro in Belvedere,43.58654644199424,10.67762189477526
75,Palaia,43.60518112261636,10.77434142804626
76,San Miniato Alto,43.67936300175208,10.85132999980289
77,Castelfiorentino,43.61099400331737,10.96904700124729
78,Montelupo Fiorentino,43.73393199591138,11.02137000251826
79,Certaldo,43.54739130527386,11.03856097354944
80,Montespertoli,43.64293500371672,11.07658000068688
81,Barberino Val d'Elsa,43.5420560013707,11.17079600102043
82,Montefiridolfi,43.61156500060636,11.21362299955652
83,Pozzolatico,43.72563000019405,11.24564800014525
84,Greve in Chianti,43.5850970001795,11.31536199769984
85,San Donato in Collina,43.72055699999707,11.3821540000469
86,Incisa in Valdarno,43.65613600001579,11.44909599838061
87,Cavriglia,43.52125900362078,11.48798100244939
88,San Giovanni Valdarno,43.56455599991041,11.53281499987346
89,Pian di Sco',43.64298100445443,11.54625900390744
90,Montemignaio,43.74096300067253,11.6198520021103
91,Loro Ciuffenna,43.59264399935531,11.63289099795104
92,Raggiolo,43.67760900045654,11.70937100016364
93,Castiglion Fibocchi,43.52739599981415,11.759531004191
94,Talla,43.6028146664798,11.78812987427712
95,Castel Focognano,43.65371100697428,11.78888001456503
96,Campi di Bibbiena,43.6975659997351,11.8555479999838
97,Ceciliano,43.49489001505704,11.86538699923807
98,Subbiano,43.57557700462441,11.87132699934158
99,Chiusi della Verna,43.69844400796716,11.93611100165718
100,Caprese Michelangelo,43.64096300177901,11.98596299991347
101,Pieve Santo Stefano,43.67114299461998,12.04079600063155
102,Anghiari,43.5418889920424,12.06064799613988
103,Sansepolcro,43.57563000661826,12.14407400082147
104,Badia Tedalda,43.70895799576969,12.18649099958033
105,Sestino,43.71062999769953,12.29892600138434
106,Antignano,43.49582600069787,10.32379699955595
107,Rosignano Marittimo,43.40562535457887,10.47394974898442
108,Cecina,43.31040200180674,10.5177850041964
109,Orciano Pisano,43.4954857320566,10.51301600811422
110,Bibbona,43.26944900018476,10.5952100003203
111,Riparbella,43.36579599872363,10.60031499771855
112,Chianni,43.48601219950572,10.64229498064848
113,Querceto,43.56705500078292,10.6009439999652
114,Laiatico,43.47623899781347,10.72904700001986
115,Montecatini Val di Cecina,43.39247299815339,10.74965300371777
116,Volterra,43.4014260006823,10.86111099590128
117,Pomarance,43.30001800865922,10.87392600424266
118,Iano,43.51478992542646,10.87561299986419
119,Castel San Gimignano,43.40382000045409,11.02080400013644
120,San Gimignano,43.47033298938847,11.04375899594392
121,Mensano,43.30057499833121,11.05519699995683
122,Colle Val d'Elsa,43.4162780001971,11.13251799864281
123,Maggiano,43.34499999993469,11.15642599995853
124,Ancaiano,43.29429499897005,11.20101800017843
125,Costalpino,43.29194212888486,11.30422336804458
126,Fonterutoli,43.4369549994248,11.30823799952633
127,Quercegrossa,43.39283300039097,11.30970400038556
128,Radda in Chianti,43.48649399893565,11.3732330079976
129,Nusenna,43.45312999799901,11.53329599815522
130,Torre a Castello,43.31070100021852,11.52877100036881
131,Ambra,43.41688900052836,11.60455600018735
132,Pergine Valdarno,43.47140700294025,11.68672200403694
133,Monte San Savino,43.32974200850903,11.73130999891839
134,Civitella in Val di Chiana,43.41812400194557,11.72433400241939
135,Olmo,43.42716290732209,11.84519875299029
136,Brolio,43.28780600047274,11.85604300045251
137,Castiglion Fiorentino,43.34232499335343,11.91606699702194
138,Palazzo del Pero,43.42297851080774,11.97751610133318
139,Valle Dame,43.31137005486636,12.10084193954765
140,Monterchi,43.48938900273236,12.11220400168937
141,Capraia,43.03732488161732,9.833385864734055
142,San Vincenzo,43.09392600400174,10.54188899570862
143,Caldana Terme,43.09850224623006,10.71083079402727
144,Castagneto Carducci,43.15972500236559,10.61096600409304
145,Bolgheri,43.23394599735258,10.61881799959831
146,Suvereto,43.07829600055155,10.679241001497
147,Monteverdi Marittimo,43.17842399848473,10.71563899669729
148,Serrazzano,43.21800000011111,10.81413500025893
149,Monterotondo Marittimo,43.14662799711584,10.85595899672404
150,Massa Marittima,43.0499999999959,10.89392600275947
151,Castelnuovo in Val di Cecina,43.21205599278616,10.90281499703206
152,Montecastelli Pisano,43.26569099797892,10.95741700028568
153,Montieri,43.13115599695844,11.01664101647095
154,Frosini,43.20619936653281,11.14863388518519
155,Torniella,43.07398400050371,11.15413100019246
156,Monticiano,43.1406259945753,11.17999399708935
157,San Rocco a Pilli,43.26361099985096,11.28813000036914
158,Pari,43.0632140001468,11.31953099970906
159,Casciano di Murlo,43.16216400039366,11.32551499981097
160,Monteroni d'Arbia,43.23031500800371,11.42205500060802
161,Ponte d'Arbia,43.16829599973849,11.46564799935421
162,Montalcino,43.06059000662901,11.48898300087092
163,Chiusure d'Asciano,43.17609700473469,11.55841599920776
164,Asciano,43.23337899031986,11.56151000063123
165,San Quirico d'Orcia,43.05766705046953,11.60596298080758
166,Castelmuzio,43.14179099976892,11.65964899908635
167,Sinalunga,43.21491500097981,11.74350499526212
168,Lucignano in Val di Chiana,43.27469799824544,11.74598499997021
169,Torrita Stazione,43.19410481469895,11.82068551544661
170,Montepulciano,43.09292600920778,11.78238900430094
171,Foiano della Chiana,43.25043662228702,11.81814759607137
172,Valiano,43.14705600027202,11.90157400019167
173,Montallese,43.06026599877347,11.91370599949601
174,Cortona,43.27408099587525,11.98775400079579
175,Terontola,43.20948100039793,12.02389599972704
176,Mercatale di Cortona,43.25672199927376,12.1401669999022
177,Marciana,42.79312799896394,10.16860900057689
178,Procchio,42.78657399981034,10.24424100021037
179,Portoferraio,42.81251099988408,10.31562200163213
180,Rio nell'Elba,42.81424099892749,10.40237000096211
181,Piombino,42.92585099562481,10.5254320031471
182,Riotorto,42.97989499913404,10.68387399992208
183,Scarlino,42.9090209995903,10.8505669954404
184,Buriano,42.84553299820929,10.9886570043835
185,Montemassi,42.99249999982389,11.06407399989343
186,Montepescali,42.88272899894482,11.08796099938014
187,Batignano,42.8684631840942,11.16625799201099
188,Roccastrada,43.01047200889335,11.16830899936348
189,Campagnatico,42.88381898572091,11.27352469936329
190,Civitella Marittima,42.99522299868248,11.28200599918362
191,Sasso d'Ombrone,42.93245600006865,11.32733899995365
192,Camigliano,43.00732500430271,11.39857799962413
193,Monticello Amiata,42.88735199927863,11.48140699985775
194,Seggiano,42.92849100116403,11.56048700264351
195,Santa Fiora,42.83195400125062,11.5851820030684
196,Castiglion d'Orcia,43.00811799498226,11.61560400191909
197,Campiglia d'Orcia,42.94705000118647,11.66698700081848
198,Piancastagnaio,42.85174099893033,11.68594400180908
199,Contignano,42.97720400029446,11.74064799987539
200,Celle sul Rigo,42.86289290831159,11.82195035521227
201,Cetona,42.96531599730346,11.9004089973915
202,Pomonte,42.7485590004762,10.12109200037843
203,La Pila,42.8397281261128,10.03527370218005
204,Capoliveri,42.742873061348,10.37899656043142
205,Castiglion della Pescaia,42.76586399501159,10.88235799967373
206,Alberese,42.66987000078493,11.10642599973117
207,Talamone,42.55531499989295,11.13329600001317
208,Istia d'Ombrone,42.78266699985908,11.18846300026802
209,Montiano,42.6467410002874,11.22392600011587
210,Magliano in Toscana,42.59907400086109,11.29346299704437
211,Montorgiali,42.73800900044137,11.29841899985305
212,Pereta,42.64548100060175,11.32329600145964
213,Cana,42.79643999953036,11.42570599977899
214,Saturnia,42.66627843589016,11.50485173494606
215,Manciano,42.58880201062458,11.51731000241417
216,Semproniano,42.72990605962846,11.54066968368033
217,Selvena,42.76766699947628,11.64375899999587
218,Pitigliano,42.63596300311181,11.6745370032812
219,Sorano,42.68257899958417,11.7136989968938
220,Castell'Ottieri,42.73142600009604,11.75125900020175
221,Giglio Castello,42.36636511442733,10.90107840209581
222,Porto Santo Stefano,42.4351340708776,11.12136815030681
223,Orbetello,42.44226800440451,11.22066200181637
224,Capalbio,42.45422399903664,11.4215350089515
225,Italiano,43.05,12.65
